Date,USDAUD
11/17/2012,0.9702
11/18/2012,0.9668
11/19/2012,0.9668
11/20/2012,0.9612
11/21/2012,0.9634
11/22/2012,0.967
11/23/2012,0.9632
11/24/2012,0.9571
11/25/2012,0.956
11/26/2012,0.9558
11/27/2012,0.9572
11/28/2012,0.9563
11/29/2012,0.9554
11/30/2012,0.9591
12/1/2012,0.9593
12/2/2012,0.959
12/3/2012,0.9582
12/4/2012,0.9589
12/5/2012,0.9543
12/6/2012,0.9565
12/7/2012,0.9529
12/8/2012,0.9536
12/9/2012,0.9535
12/10/2012,0.9535
12/11/2012,0.9531
12/12/2012,0.9505
12/13/2012,0.9485
12/14/2012,0.9496
12/15/2012,0.948
12/16/2012,0.9467
12/17/2012,0.9472
12/18/2012,0.9481
12/19/2012,0.9496
12/20/2012,0.9528
12/21/2012,0.9545
12/22/2012,0.9598
12/23/2012,0.9612
12/24/2012,0.9612
12/25/2012,0.9645
12/26/2012,0.9647
12/27/2012,0.9664
12/28/2012,0.9652
12/29/2012,0.9633
12/30/2012,0.964
12/31/2012,0.9645
1/1/2013,0.9625
1/2/2013,0.962
1/3/2013,0.953
1/4/2013,0.9511
1/5/2013,0.9564
1/6/2013,0.954
1/7/2013,0.9539
1/8/2013,0.9541
1/9/2013,0.9536
1/10/2013,0.9509
1/11/2013,0.9458
1/12/2013,0.9486
1/13/2013,0.9492
1/14/2013,0.9492
1/15/2013,0.9469
1/16/2013,0.9468
1/17/2013,0.9469
1/18/2013,0.949
1/19/2013,0.953
1/20/2013,0.9517
1/21/2013,0.9517
1/22/2013,0.9512
1/23/2013,0.9474
1/24/2013,0.9477
1/25/2013,0.9556
1/26/2013,0.9596
1/27/2013,0.9593
1/28/2013,0.9596
1/29/2013,0.9614
1/30/2013,0.9556
1/31/2013,0.9593
2/1/2013,0.959
2/2/2013,0.9601
2/3/2013,0.9614
2/4/2013,0.961
2/5/2013,0.9592
2/6/2013,0.9627
2/7/2013,0.969
2/8/2013,0.9723
2/9/2013,0.9693
2/10/2013,0.9691
2/11/2013,0.9691
2/12/2013,0.9722
2/13/2013,0.9699
2/14/2013,0.9669
2/15/2013,0.9661
2/16/2013,0.9707
2/17/2013,0.9709
2/18/2013,0.9709
2/19/2013,0.9713
2/20/2013,0.9661
2/21/2013,0.9724
2/22/2013,0.9753
2/23/2013,0.9698
2/24/2013,0.9689
2/25/2013,0.968
2/26/2013,0.9721
2/27/2013,0.9799
2/28/2013,0.9803
3/1/2013,0.9765
3/2/2013,0.9797
3/3/2013,0.9797
3/4/2013,0.9797
3/5/2013,0.9841
3/6/2013,0.9769
3/7/2013,0.9752
3/8/2013,0.9743
3/9/2013,0.9784
3/10/2013,0.9771
3/11/2013,0.9767
3/12/2013,0.9744
3/13/2013,0.9691
3/14/2013,0.9703
3/15/2013,0.9619
3/16/2013,0.9612
3/17/2013,0.9607
3/18/2013,0.9603
3/19/2013,0.9616
3/20/2013,0.9647
3/21/2013,0.9621
3/22/2013,0.9581
3/23/2013,0.9575
3/24/2013,0.9576
3/25/2013,0.9576
3/26/2013,0.9569
3/27/2013,0.9546
3/28/2013,0.958
3/29/2013,0.9604
3/30/2013,0.9607
3/31/2013,0.9602
4/1/2013,0.9602
4/2/2013,0.9588
4/3/2013,0.9566
4/4/2013,0.9543
4/5/2013,0.9615
4/6/2013,0.9631
4/7/2013,0.959
4/8/2013,0.9638
4/9/2013,0.9618
4/10/2013,0.9531
4/11/2013,0.949
4/12/2013,0.948
4/13/2013,0.9519
4/14/2013,0.9524
4/15/2013,0.9516
4/16/2013,0.9637
4/17/2013,0.9622
4/18/2013,0.971
4/19/2013,0.9707
4/20/2013,0.9714
4/21/2013,0.9714
4/22/2013,0.973
4/23/2013,0.9751
4/24/2013,0.9752
4/25/2013,0.9743
4/26/2013,0.9697
4/27/2013,0.9723
4/28/2013,0.9727
4/29/2013,0.9727
4/30/2013,0.9659
5/1/2013,0.9653
5/2/2013,0.972
5/3/2013,0.9747
5/4/2013,0.9697
5/5/2013,0.969
5/6/2013,0.9744
5/7/2013,0.9759
5/8/2013,0.9826
5/9/2013,0.9821
5/10/2013,0.9827
5/11/2013,0.9978
5/12/2013,0.9989
5/13/2013,0.9989
5/14/2013,1.0057
5/15/2013,1.0107
5/16/2013,1.0124
5/17/2013,1.016
5/18/2013,1.0267
5/19/2013,1.028
5/20/2013,1.028
5/21/2013,1.0191
5/22/2013,1.0185
5/23/2013,1.0316
5/24/2013,1.0262
5/25/2013,1.0373
5/26/2013,1.0365
5/27/2013,1.0336
5/28/2013,1.0384
5/29/2013,1.0378
5/30/2013,1.0386
5/31/2013,1.0342
6/1/2013,1.042
6/2/2013,1.045
6/3/2013,1.045
6/4/2013,1.0217
6/5/2013,1.0397
6/6/2013,1.049
6/7/2013,1.0418
6/8/2013,1.0548
6/9/2013,1.0532
6/10/2013,1.0526
6/11/2013,1.0564
6/12/2013,1.0617
6/13/2013,1.0526
6/14/2013,1.0416
6/15/2013,1.043
6/16/2013,1.0451
6/17/2013,1.0451
6/18/2013,1.0483
6/19/2013,1.0532
6/20/2013,1.0484
6/21/2013,1.0872
6/22/2013,1.0837
6/23/2013,1.0845
6/24/2013,1.0845
6/25/2013,1.0791
6/26/2013,1.0792
6/27/2013,1.0791
6/28/2013,1.0776
6/29/2013,1.0943
6/30/2013,1.0941
7/1/2013,1.0938
7/2/2013,1.083
7/3/2013,1.094
7/4/2013,1.1024
7/5/2013,1.0918
7/6/2013,1.1044
7/7/2013,1.1027
7/8/2013,1.1027
7/9/2013,1.0959
7/10/2013,1.09
7/11/2013,1.093
7/12/2013,1.0944
7/13/2013,1.1049
7/14/2013,1.1051
7/15/2013,1.1051
7/16/2013,1.1003
7/17/2013,1.0825
7/18/2013,1.0832
7/19/2013,1.0907
7/20/2013,1.0877
7/21/2013,1.0901
7/22/2013,1.0882
7/23/2013,1.0806
7/24/2013,1.0769
7/25/2013,1.093
7/26/2013,1.0839
7/27/2013,1.0807
7/28/2013,1.0796
7/29/2013,1.0796
7/30/2013,1.088
7/31/2013,1.1043
8/1/2013,1.1154
8/2/2013,1.1187
8/3/2013,1.1217
8/4/2013,1.1229
8/5/2013,1.1229
8/6/2013,1.1224
8/7/2013,1.1124
8/8/2013,1.1108
8/9/2013,1.0968
8/10/2013,1.0874
8/11/2013,1.0881
8/12/2013,1.0881
8/13/2013,1.0926
8/14/2013,1.0998
8/15/2013,1.0951
8/16/2013,1.0953
8/17/2013,1.0899
8/18/2013,1.0889
8/19/2013,1.0889
8/20/2013,1.0962
8/21/2013,1.1006
8/22/2013,1.1071
8/23/2013,1.1077
8/24/2013,1.1073
8/25/2013,1.1078
8/26/2013,1.1069
8/27/2013,1.1085
8/28/2013,1.1152
8/29/2013,1.1181
8/30/2013,1.1199
8/31/2013,1.1233
9/1/2013,1.1235
9/2/2013,1.1236
9/3/2013,1.1139
9/4/2013,1.1053
9/5/2013,1.0908
9/6/2013,1.0965
9/7/2013,1.0876
9/8/2013,1.0882
9/9/2013,1.0882
9/10/2013,1.0826
9/11/2013,1.0744
9/12/2013,1.0717
9/13/2013,1.0795
9/14/2013,1.0813
9/15/2013,1.0816
9/16/2013,1.0816
9/17/2013,1.0728
9/18/2013,1.069
9/19/2013,1.067
9/20/2013,1.0601
9/21/2013,1.0621
9/22/2013,1.0645
9/23/2013,1.0645
9/24/2013,1.0592
9/25/2013,1.0633
9/26/2013,1.0678
9/27/2013,1.0701
9/28/2013,1.0728
9/29/2013,1.0736
9/30/2013,1.0732
10/1/2013,1.0713
10/2/2013,1.0647
10/3/2013,1.0672
10/4/2013,1.0633
10/5/2013,1.0603
10/6/2013,1.0604
10/7/2013,1.0601
10/8/2013,1.0595
10/9/2013,1.0603
10/10/2013,1.0607
10/11/2013,1.0567
10/12/2013,1.0561
10/13/2013,1.0563
10/14/2013,1.0563
10/15/2013,1.055
10/16/2013,1.0501
10/17/2013,1.0486
10/18/2013,1.0374
10/19/2013,1.0341
10/20/2013,1.0339
10/21/2013,1.0335
10/22/2013,1.0352
10/23/2013,1.0303
10/24/2013,1.0396
10/25/2013,1.0406
10/26/2013,1.0442
10/27/2013,1.0432
10/28/2013,1.0433
10/29/2013,1.0443
10/30/2013,1.0544
10/31/2013,1.0532
11/1/2013,1.0574
11/2/2013,1.0593
11/3/2013,1.0596
11/4/2013,1.0603
11/5/2013,1.0518
11/6/2013,1.0539
11/7/2013,1.0505
11/8/2013,1.056
11/9/2013,1.0659
11/10/2013,1.066
11/11/2013,1.066
11/12/2013,1.0691
11/13/2013,1.0754
11/14/2013,1.0723
11/15/2013,1.0729
11/16/2013,1.0682
11/17/2013,1.067
11/18/2013,1.0673
11/19/2013,1.0641
11/20/2013,1.0624
11/21/2013,1.0671
11/22/2013,1.0814
11/23/2013,1.0915
11/24/2013,1.0901
11/25/2013,1.0929
11/26/2013,1.0932
11/27/2013,1.0963
11/28/2013,1.1018
11/29/2013,1.0999
11/30/2013,1.0962
12/1/2013,1.0976
12/2/2013,1.0976
12/3/2013,1.0987
12/4/2013,1.096
12/5/2013,1.1095
12/6/2013,1.1024
12/7/2013,1.0993
12/8/2013,1.0987
12/9/2013,1.0987
12/10/2013,1.1007
12/11/2013,1.0926
12/12/2013,1.1032
12/13/2013,1.1204
12/14/2013,1.1163
12/15/2013,1.1157
12/16/2013,1.1157
12/17/2013,1.1152
12/18/2013,1.1236
12/19/2013,1.1259
12/20/2013,1.1285
12/21/2013,1.1211
12/22/2013,1.1203
12/23/2013,1.1203
12/24/2013,1.119
12/25/2013,1.121
12/26/2013,1.1207
12/27/2013,1.1256
12/28/2013,1.1256
12/29/2013,1.128
12/30/2013,1.128
12/31/2013,1.1212
1/1/2014,1.1197
1/2/2014,1.122
1/3/2014,1.1207
1/4/2014,1.1139
1/5/2014,1.1188
1/6/2014,1.1188
1/7/2014,1.1168
1/8/2014,1.1211
1/9/2014,1.1225
1/10/2014,1.1254
1/11/2014,1.1136
1/12/2014,1.1214
1/13/2014,1.1115
1/14/2014,1.1049
1/15/2014,1.114
1/16/2014,1.1205
1/17/2014,1.1362
1/18/2014,1.1388
1/19/2014,1.1386
1/20/2014,1.1386
1/21/2014,1.1365
1/22/2014,1.1359
1/23/2014,1.1307
1/24/2014,1.14
1/25/2014,1.1481
1/26/2014,1.1516
1/27/2014,1.148
1/28/2014,1.1449
1/29/2014,1.1405
1/30/2014,1.1412
1/31/2014,1.1404
2/1/2014,1.1449
2/2/2014,1.1422
2/3/2014,1.1427
2/4/2014,1.1391
2/5/2014,1.1194
2/6/2014,1.1222
2/7/2014,1.1153
2/8/2014,1.1163
2/9/2014,1.1165
2/10/2014,1.1165
2/11/2014,1.1184
2/12/2014,1.1058
2/13/2014,1.1077
2/14/2014,1.1139
2/15/2014,1.1085
2/16/2014,1.1066
2/17/2014,1.1066
2/18/2014,1.1072
2/19/2014,1.1066
2/20/2014,1.1073
2/21/2014,1.1132
2/22/2014,1.1162
2/23/2014,1.114
2/24/2014,1.114
2/25/2014,1.1062
2/26/2014,1.1079
2/27/2014,1.1164
2/28/2014,1.1165
3/1/2014,1.119
3/2/2014,1.12
3/3/2014,1.12
3/4/2014,1.1202
3/5/2014,1.1188
3/6/2014,1.1134
3/7/2014,1.0998
3/8/2014,1.1021
3/9/2014,1.1026
3/10/2014,1.1027
3/11/2014,1.1086
3/12/2014,1.1104
3/13/2014,1.1137
3/14/2014,1.1054
3/15/2014,1.1068
3/16/2014,1.1073
3/17/2014,1.1073
3/18/2014,1.1
3/19/2014,1.0951
3/20/2014,1.0967
3/21/2014,1.1053
3/22/2014,1.0999
3/23/2014,1.101
3/24/2014,1.101
3/25/2014,1.0968
3/26/2014,1.0929
3/27/2014,1.0842
3/28/2014,1.0806
3/29/2014,1.0821
3/30/2014,1.0815
3/31/2014,1.0815
4/1/2014,1.0789
4/2/2014,1.0815
4/3/2014,1.0824
4/4/2014,1.0845
4/5/2014,1.077
4/6/2014,1.0772
4/7/2014,1.076
4/8/2014,1.0799
4/9/2014,1.0686
4/10/2014,1.0696
4/11/2014,1.0614
4/12/2014,1.0642
4/13/2014,1.0645
4/14/2014,1.0644
4/15/2014,1.0621
4/16/2014,1.0697
4/17/2014,1.0664
4/18/2014,1.0714
4/19/2014,1.0715
4/20/2014,1.0721
4/21/2014,1.072
4/22/2014,1.0712
4/23/2014,1.0678
4/24/2014,1.0773
4/25/2014,1.0804
4/26/2014,1.079
4/27/2014,1.0789
4/28/2014,1.0789
4/29/2014,1.0813
4/30/2014,1.0788
5/1/2014,1.0781
5/2/2014,1.0783
5/3/2014,1.0795
5/4/2014,0.9279
5/5/2014,1.078
5/6/2014,1.0781
5/7/2014,1.068
5/8/2014,1.0704
5/9/2014,1.0655
5/10/2014,1.0688
5/11/2014,1.0678
5/12/2014,1.0678
5/13/2014,1.0679
5/14/2014,1.0696
5/15/2014,1.066
5/16/2014,1.0699
5/17/2014,1.0677
5/18/2014,1.068
5/19/2014,1.068
5/20/2014,1.0712
5/21/2014,1.0815
5/22/2014,1.0846
5/23/2014,1.0848
5/24/2014,1.0826
5/25/2014,1.0833
5/26/2014,1.0834
5/27/2014,1.0821
5/28/2014,1.0827
5/29/2014,1.0841
5/30/2014,1.0767
5/31/2014,1.0747
6/1/2014,1.0746
6/2/2014,1.0746
6/3/2014,1.0817
6/4/2014,1.0807
6/5/2014,1.0786
6/6/2014,1.0718
6/7/2014,1.0713
6/8/2014,1.0716
6/9/2014,1.0716
6/10/2014,1.0696
6/11/2014,1.0679
6/12/2014,1.0656
6/13/2014,1.0614
6/14/2014,1.0642
6/15/2014,1.0635
6/16/2014,1.0635
6/17/2014,1.0644
6/18/2014,1.0713
6/19/2014,1.0706
6/20/2014,1.0646
6/21/2014,1.0653
6/22/2014,1.0651
6/23/2014,1.0654
6/24/2014,1.0618
6/25/2014,1.0663
6/26/2014,1.0649
6/27/2014,1.0631
6/28/2014,1.0622
6/29/2014,1.0612
6/30/2014,1.0612
7/1/2014,1.0609
7/2/2014,1.0526
7/3/2014,1.0596
7/4/2014,1.0694
7/5/2014,1.0679
7/6/2014,1.0676
7/7/2014,1.068
7/8/2014,1.0671
7/9/2014,1.0636
7/10/2014,1.0645
7/11/2014,1.0646
7/12/2014,1.0658
7/13/2014,1.0649
7/14/2014,1.0649
7/15/2014,1.0651
7/16/2014,1.0676
7/17/2014,1.0679
7/18/2014,1.066
7/19/2014,1.0643
7/20/2014,1.0647
7/21/2014,1.0646
7/22/2014,1.0666
7/23/2014,1.0646
7/24/2014,1.0582
7/25/2014,1.0622
7/26/2014,1.0637
7/27/2014,1.0644
7/28/2014,1.0643
7/29/2014,1.0627
7/30/2014,1.0654
7/31/2014,1.073
8/1/2014,1.0749
8/2/2014,1.0738
8/3/2014,1.074
8/4/2014,1.074
8/5/2014,1.0717
8/6/2014,1.0757
8/7/2014,1.0697
8/8/2014,1.0782
8/9/2014,1.078
8/10/2014,1.0779
8/11/2014,1.0779
8/12/2014,1.0799
8/13/2014,1.0786
8/14/2014,1.0745
8/15/2014,1.0737
8/16/2014,1.0737
8/17/2014,1.0725
8/18/2014,1.0725
8/19/2014,1.0722
8/20/2014,1.0745
8/21/2014,1.074
8/22/2014,1.0749
8/23/2014,1.0736
8/25/2014,1.0741
8/26/2014,1.0755
8/27/2014,1.0746
8/28/2014,1.071
8/29/2014,1.0693
8/30/2014,1.071
8/31/2014,1.0707
9/1/2014,1.0707
9/2/2014,1.071
9/3/2014,1.0779
9/4/2014,1.0705
9/5/2014,1.0688
9/6/2014,1.0665
9/8/2014,1.0663
9/9/2014,1.0764
9/10/2014,1.0872
9/11/2014,1.0918
9/12/2014,1.0979
9/13/2014,1.1054
9/14/2014,1.1054
9/15/2014,1.1078
9/16/2014,1.1004
9/17/2014,1.1004
9/18/2014,1.107
9/19/2014,1.1139
9/20/2014,1.1192
9/21/2014,1.12
9/22/2014,1.12
9/23/2014,1.1278
9/24/2014,1.1313
9/26/2014,1.1372
9/27/2014,1.1412
9/28/2014,1.1408
9/29/2014,1.1408
9/30/2014,1.1454
10/1/2014,1.1443
10/2/2014,1.1467
10/3/2014,1.1528
10/4/2014,1.1528
10/5/2014,1.1528
10/6/2014,1.1444
10/7/2014,1.1348
10/8/2014,1.1348
10/9/2014,1.1425
10/10/2014,1.1393
10/11/2014,1.1458
10/12/2014,1.1514
10/13/2014,1.1514
10/14/2014,1.1421
10/15/2014,1.1455
10/16/2014,1.1366
10/17/2014,1.1403
10/18/2014,1.1402
10/19/2014,1.1435
10/20/2014,1.1435
10/21/2014,1.138
10/22/2014,1.1369
10/23/2014,1.1383
10/24/2014,1.1413
10/25/2014,1.1355
10/26/2014,1.1373
10/27/2014,1.1373
10/28/2014,1.135
10/29/2014,1.1298
10/30/2014,1.1245
10/31/2014,1.1325
11/1/2014,1.1363
11/2/2014,1.1369
11/3/2014,1.1369
11/4/2014,1.1497
11/5/2014,1.1458
11/6/2014,1.1642
11/7/2014,1.165
11/8/2014,1.1602
11/9/2014,1.1584
11/10/2014,1.1584
11/11/2014,1.1593
11/12/2014,1.153
11/13/2014,1.1445
11/14/2014,1.146
11/15/2014,1.1449
11/16/2014,1.1435
11/17/2014,1.1418
11/18/2014,1.1471
11/19/2014,1.1462
11/20/2014,1.1591
11/21/2014,1.1619
11/22/2014,1.153
11/23/2014,1.1534
11/24/2014,1.1534
11/25/2014,1.1602
11/26/2014,1.1732
11/27/2014,1.1718
11/28/2014,1.1702
11/29/2014,1.1731
11/30/2014,1.1755
12/1/2014,1.1755
12/2/2014,1.1744
12/3/2014,1.1832
12/4/2014,1.1879
12/5/2014,1.1894
12/6/2014,1.2007
12/7/2014,1.2011
12/8/2014,1.2011
12/9/2014,1.2051
12/10/2014,1.1998
12/11/2014,1.2043
12/12/2014,1.2095
12/13/2014,1.2105
12/14/2014,1.2133
12/15/2014,1.2133
12/16/2014,1.2161
12/17/2014,1.2165
12/18/2014,1.2246
12/19/2014,1.2246
12/20/2014,1.2302
12/21/2014,1.228
12/22/2014,1.228
12/23/2014,1.2283
12/24/2014,1.2353
12/25/2014,1.2331
12/26/2014,1.2329
12/27/2014,1.2326
12/28/2014,1.2334
12/29/2014,1.2334
12/30/2014,1.2272
12/31/2014,1.2195
1/4/2015,1.2362
1/5/2015,1.2362
1/6/2015,1.2353
1/7/2015,1.2323
1/8/2015,1.2427
1/9/2015,1.2306
1/10/2015,1.2207
1/11/2015,1.2191
1/12/2015,1.2191
1/13/2015,1.2253
1/14/2015,1.2253
1/15/2015,1.2253
1/16/2015,1.2175
1/17/2015,1.2198
1/18/2015,1.2155
1/19/2015,1.2155
1/20/2015,1.2179
1/21/2015,1.2226
1/22/2015,1.234
1/23/2015,1.2344
1/24/2015,1.2603
1/25/2015,1.2627
1/26/2015,1.2627
1/27/2015,1.2618
1/28/2015,1.259
1/29/2015,1.2541
1/30/2015,1.2893
1/31/2015,1.2886
2/1/2015,1.2846
2/2/2015,1.2846
2/3/2015,1.2796
2/4/2015,1.2939
2/5/2015,1.2876
2/6/2015,1.283
2/7/2015,1.281
2/8/2015,1.2827
2/9/2015,1.2827
2/10/2015,1.2794
2/11/2015,1.2857
2/12/2015,1.2976
2/13/2015,1.2872
2/14/2015,1.2869
2/15/2015,1.2875
2/16/2015,1.2867
2/17/2015,1.2867
2/18/2015,1.2798
2/19/2015,1.2851
2/20/2015,1.2805
2/21/2015,1.278
2/22/2015,1.2748
2/23/2015,1.2748
2/24/2015,1.2799
2/25/2015,1.2803
2/26/2015,1.267
2/27/2015,1.2784
2/28/2015,1.2803
3/1/2015,1.2795
3/2/2015,1.2795
3/3/2015,1.286
3/4/2015,1.2756
3/5/2015,1.2788
3/6/2015,1.2877
3/7/2015,1.2951
3/8/2015,1.296
3/9/2015,1.296
3/10/2015,1.2963
3/11/2015,1.313
3/12/2015,1.3186
3/13/2015,1.3015
3/14/2015,1.3095
3/15/2015,1.3091
3/16/2015,1.3091
3/17/2015,1.3054
3/18/2015,1.3133
3/19/2015,1.3052
3/20/2015,1.3115
3/21/2015,1.2858
3/22/2015,1.2863
3/23/2015,1.2863
3/24/2015,1.2718
3/25/2015,1.271
3/26/2015,1.2757
3/27/2015,1.2769
3/28/2015,1.2886
3/29/2015,1.29
3/30/2015,1.29
3/31/2015,1.3079
4/1/2015,1.3128
4/2/2015,1.3129
4/3/2015,1.3206
4/4/2015,1.309
4/5/2015,1.3106
4/6/2015,1.3106
4/7/2015,1.3113
4/8/2015,1.3072
4/9/2015,1.2986
4/10/2015,1.2996
4/11/2015,1.3027
4/12/2015,1.3016
4/13/2015,1.3016
4/14/2015,1.3195
4/15/2015,1.3101
4/16/2015,1.3005
4/17/2015,1.2805
4/18/2015,1.2865
4/19/2015,1.2848
4/20/2015,1.2848
4/21/2015,1.2973
4/22/2015,1.2952
4/23/2015,1.2862
4/24/2015,1.2845
4/25/2015,1.2784
4/26/2015,1.2785
4/27/2015,1.2785
4/28/2015,1.2729
4/29/2015,1.2475
4/30/2015,1.2402
5/1/2015,1.2665
5/2/2015,1.2774
5/3/2015,1.2737
5/4/2015,1.2737
5/5/2015,1.2745
5/6/2015,1.258
5/7/2015,1.2541
5/8/2015,1.2652
5/9/2015,1.2609
5/10/2015,1.2604
5/11/2015,1.2604
5/12/2015,1.2638
5/13/2015,1.2524
5/14/2015,1.2334
5/15/2015,1.2377
5/16/2015,1.2436
5/17/2015,1.2448
5/18/2015,1.2448
5/19/2015,1.2517
5/20/2015,1.2631
5/21/2015,1.2692
5/22/2015,1.2678
5/23/2015,1.279
5/24/2015,1.2783
5/25/2015,1.2783
5/26/2015,1.2776
5/27/2015,1.2915
5/28/2015,1.2953
5/29/2015,1.3079
5/30/2015,1.3056
5/31/2015,1.3082
6/1/2015,1.3088
6/2/2015,1.3147
6/3/2015,1.285
6/4/2015,1.2856
6/5/2015,1.3026
6/6/2015,1.3119
6/7/2015,1.3115
6/8/2015,1.3115
6/9/2015,1.3036
6/10/2015,1.3033
6/11/2015,1.2885
6/12/2015,1.2932
6/13/2015,1.2912
6/14/2015,1.2935
6/15/2015,1.2935
6/16/2015,1.2879
6/17/2015,1.2911
6/18/2015,1.3042
6/19/2015,1.2815
6/20/2015,1.2875
6/21/2015,1.2877
6/22/2015,1.2877
6/23/2015,1.2941
6/24/2015,1.2937
6/25/2015,1.296
6/26/2015,1.2906
6/27/2015,1.3082
6/28/2015,1.3065
6/29/2015,1.3065
6/30/2015,1.2968
7/1/2015,1.2979
7/2/2015,1.3061
7/3/2015,1.3112
7/4/2015,1.3294
7/5/2015,1.3304
7/6/2015,1.3316
7/7/2015,1.3316
7/8/2015,1.3452
7/9/2015,1.3453
7/10/2015,1.3456
7/11/2015,1.3485
7/12/2015,1.343
7/13/2015,1.3432
7/14/2015,1.3508
7/15/2015,1.3425
7/16/2015,1.3566
7/17/2015,1.3496
7/18/2015,1.3557
7/19/2015,1.3561
7/20/2015,1.3561
7/21/2015,1.3556
7/22/2015,1.3447
7/23/2015,1.3558
7/24/2015,1.3563
7/25/2015,1.3749
7/26/2015,1.3749
7/27/2015,1.3723
7/28/2015,1.372
7/29/2015,1.3627
7/30/2015,1.3657
7/31/2015,1.3729
8/1/2015,1.367
8/2/2015,1.3688
8/3/2015,1.3688
8/4/2015,1.3759
8/5/2015,1.3525
8/6/2015,1.3589
8/7/2015,1.3608
8/8/2015,1.3486
8/9/2015,1.3479
8/10/2015,1.3499
8/11/2015,1.3495
8/12/2015,1.3716
8/13/2015,1.3558
8/14/2015,1.3596
8/15/2015,1.3549
8/16/2015,1.3567
8/17/2015,1.3567
8/18/2015,1.3541
8/19/2015,1.3639
8/20/2015,1.3606
8/21/2015,1.3613
8/22/2015,1.3638
8/23/2015,1.3663
8/24/2015,1.3663
8/25/2015,1.3875
8/26/2015,1.3964
8/27/2015,1.4097
8/28/2015,1.3971
8/29/2015,1.3973
8/30/2015,1.3957
8/31/2015,1.3957
9/1/2015,1.4049
9/2/2015,1.4202
9/3/2015,1.4211
9/4/2015,1.4259
9/5/2015,1.4447
9/6/2015,1.447
9/7/2015,1.447
9/8/2015,1.4433
9/9/2015,1.4233
9/10/2015,1.4243
9/11/2015,1.4112
9/12/2015,1.4134
9/13/2015,1.4104
9/14/2015,1.403
9/15/2015,1.4009
9/16/2015,1.4036
9/17/2015,1.3908
9/18/2015,1.3951
9/19/2015,1.3836
9/20/2015,1.3817
9/21/2015,1.3914
9/22/2015,1.4024
9/23/2015,1.4113
9/24/2015,1.4262
9/25/2015,1.4256
9/26/2015,1.4247
9/27/2015,1.423
9/28/2015,1.423
9/29/2015,1.4308
9/30/2015,1.4291
10/1/2015,1.4261
10/2/2015,1.4237
10/3/2015,1.4231
10/4/2015,1.4151
10/5/2015,1.4151
10/6/2015,1.412
10/7/2015,1.3987
10/8/2015,1.3871
10/9/2015,1.383
10/10/2015,1.3642
10/11/2015,1.3632
10/12/2015,1.3632
10/13/2015,1.3563
10/14/2015,1.3738
10/15/2015,1.3763
10/16/2015,1.3634
10/17/2015,1.3753
10/18/2015,1.3769
10/19/2015,1.3769
10/20/2015,1.3772
10/21/2015,1.3765
10/22/2015,1.3841
10/23/2015,1.3851
10/24/2015,1.3849
10/25/2015,1.3854
10/26/2015,1.386
10/27/2015,1.3775
10/28/2015,1.3867
10/29/2015,1.4
10/30/2015,1.4133
10/31/2015,1.4007
11/1/2015,1.4011
11/2/2015,1.4011
11/3/2015,1.4005
11/4/2015,1.3946
11/5/2015,1.4003
11/6/2015,1.399
11/7/2015,1.422
11/8/2015,1.4195
11/9/2015,1.4195
11/10/2015,1.4182
11/11/2015,1.4226
11/12/2015,1.4166
11/13/2015,1.4054
11/14/2015,1.4056
11/15/2015,1.4021
11/16/2015,1.4021
11/17/2015,1.4109
11/18/2015,1.4048
11/19/2015,1.413
11/20/2015,1.3878
11/21/2015,1.3823
11/22/2015,1.3817
11/23/2015,1.3817
11/24/2015,1.3916
11/25/2015,1.3812
11/26/2015,1.38
11/27/2015,1.3832
11/28/2015,1.3908
11/29/2015,1.3899
11/30/2015,1.3899
12/1/2015,1.3821
12/2/2015,1.3658
12/3/2015,1.3678
12/4/2015,1.3678
12/5/2015,1.3609
12/6/2015,1.3617
12/7/2015,1.3617
12/8/2015,1.3761
12/9/2015,1.3872
12/10/2015,1.3871
12/11/2015,1.3691
12/12/2015,1.3859
12/13/2015,1.3911
12/14/2015,1.3911
12/15/2015,1.38
12/16/2015,1.3939
12/17/2015,1.3879
12/18/2015,1.4073
12/19/2015,1.3892
12/20/2015,1.3942
12/21/2015,1.3942
12/22/2015,1.3946
12/23/2015,1.3832
12/24/2015,1.3851
12/25/2015,1.3754
12/26/2015,1.3754
12/27/2015,1.3733
12/28/2015,1.3733
12/29/2015,1.3772
12/30/2015,1.3713
12/31/2015,1.3729
1/1/2016,1.3731
1/2/2016,1.3727
1/3/2016,1.3727
1/4/2016,1.3727
1/5/2016,1.3961
1/6/2016,1.3989
1/7/2016,1.4145
1/8/2016,1.4245
1/9/2016,1.4341
1/10/2016,1.4384
1/11/2016,1.4384
1/12/2016,1.4314
1/13/2016,1.434
1/14/2016,1.4292
1/15/2016,1.4347
1/16/2016,1.4554
1/17/2016,1.4546
1/18/2016,1.4546
1/19/2016,1.4556
1/20/2016,1.4437
1/21/2016,1.458
1/22/2016,1.4303
1/23/2016,1.4266
1/24/2016,1.4235
1/25/2016,1.4235
1/26/2016,1.4344
1/27/2016,1.4275
1/28/2016,1.4134
1/29/2016,1.4118
1/30/2016,1.415
1/31/2016,1.4116
2/1/2016,1.4116
2/2/2016,1.412
2/3/2016,1.4172
2/4/2016,1.402
2/5/2016,1.3846
2/6/2016,1.4113
2/7/2016,1.414
2/8/2016,1.414
2/9/2016,1.4094
2/10/2016,1.412
2/11/2016,1.4128
2/12/2016,1.4104
